date,samples,median_distance_traveled_km,median_distance_traveled_mi,mobility_index,country,state,county,FIPS
3/22/20,636,0.072,0.044738712,0,US,California,San Benito County,6069
3/22/20,2613,0.042,0.026097582,1,US,California,San Francisco County,6075
3/22/20,7187,0.255,0.158449605,3,US,California,San Joaquin County,6077
3/22/20,7931,0.157,0.097555247,2,US,California,San Mateo County,6081
3/22/20,14457,0.041,0.025476211,0,US,California,Santa Clara County,6085
3/22/20,1484,0.08,0.04970968,1,US,California,Santa Cruz County,6087
3/22/20,4020,0.368,0.228664528,5,US,California,Solano County,6095
3/22/20,3437,0.53,0.32932663,8,US,California,Sonoma County,6097
3/22/20,2209,0.374,0.232392754,6,US,California,Yolo County,6113
3/23/20,13678,0.09,0.05592339,1,US,California,Alameda County,6001
3/23/20,11885,0.506,0.314413726,6,US,California,Contra Costa County,6013
3/23/20,1522,0.438,0.272160498,6,US,California,Marin County,6041
3/23/20,1194,1.412,0.877375852,27,US,California,Napa County,6055
3/23/20,16711,1.135,0.705256085,16,US,California,Sacramento County,6067
3/23/20,729,1.617,1.004756907,13,US,California,San Benito County,6069
3/23/20,2869,0.034,0.021126614,0,US,California,San Francisco County,6075
3/23/20,7731,1.924,1.195517804,29,US,California,San Joaquin County,6077
3/23/20,8553,0.23,0.14291533,3,US,California,San Mateo County,6081
3/23/20,15652,0.092,0.057166132,1,US,California,Santa Clara County,6085
3/23/20,1617,0.773,0.480319783,16,US,California,Santa Cruz County,6087
3/23/20,4222,1.602,0.995436342,22,US,California,Solano County,6095
3/23/20,3759,1.323,0.822073833,21,US,California,Sonoma County,6097
3/23/20,2384,1.156,0.718304876,19,US,California,Yolo County,6113
3/24/20,14323,0.042,0.026097582,0,US,California,Alameda County,6001
3/24/20,12305,0.208,0.129245168,2,US,California,Contra Costa County,6013
3/24/20,1603,0.269,0.167148799,4,US,California,Marin County,6041
3/24/20,1233,0.414,0.257247594,7,US,California,Napa County,6055
3/24/20,17423,0.63,0.39146373,8,US,California,Sacramento County,6067
3/24/20,773,1.579,0.981144809,13,US,California,San Benito County,6069
3/24/20,3150,0.027,0.016777017,0,US,California,San Francisco County,6075
3/24/20,8036,1.374,0.853763754,21,US,California,San Joaquin County,6077
3/24/20,9089,0.069,0.042874599,1,US,California,San Mateo County,6081
3/24/20,16712,0.041,0.025476211,0,US,California,Santa Clara County,6085
3/24/20,1684,0.114,0.070836294,2,US,California,Santa Cruz County,6087
3/24/20,4405,1.217,0.756208507,17,US,California,Solano County,6095
3/24/20,3992,0.574,0.356666954,9,US,California,Sonoma County,6097
3/24/20,2583,0.765,0.475348815,13,US,California,Yolo County,6113
3/25/20,13643,0.229,0.142293959,3,US,California,Alameda County,6001
3/25/20,12003,0.613,0.380900423,8,US,California,Contra Costa County,6013
3/25/20,1523,0.771,0.479077041,11,US,California,Marin County,6041
3/25/20,1207,1.317,0.818345607,25,US,California,Napa County,6055
3/25/20,16659,1.026,0.637526646,14,US,California,Sacramento County,6067
3/25/20,750,1.414,0.878618594,12,US,California,San Benito County,6069
3/25/20,2837,0.042,0.026097582,1,US,California,San Francisco County,6075
3/25/20,7698,1.699,1.055709329,26,US,California,San Joaquin County,6077
3/25/20,8628,0.356,0.221208076,5,US,California,San Mateo County,6081
3/25/20,15738,0.065,0.040389115,0,US,California,Santa Clara County,6085
3/25/20,1618,0.436,0.270917756,9,US,California,Santa Cruz County,6087
3/25/20,4213,2.082,1.293694422,29,US,California,Solano County,6095
3/25/20,3790,1.124,0.698421004,18,US,California,Sonoma County,6097
3/25/20,2414,1.236,0.768014556,21,US,California,Yolo County,6113
3/26/20,14270,0.098,0.060894358,1,US,California,Alameda County,6001
3/26/20,12185,0.48,0.29825808,6,US,California,Contra Costa County,6013
3/26/20,1587,0.869,0.539971399,13,US,California,Marin County,6041
3/26/20,1236,1.474,0.915900854,28,US,California,Napa County,6055
3/26/20,17004,1.093,0.679158503,15,US,California,Sacramento County,6067
3/26/20,741,1.918,1.191789578,16,US,California,San Benito County,6069
3/26/20,3045,0.029,0.018019759,0,US,California,San Francisco County,6075
3/26/20,7885,1.82,1.13089522,27,US,California,San Joaquin County,6077
3/26/20,9089,0.305,0.189518155,4,US,California,San Mateo County,6081
3/26/20,16443,0.056,0.034796776,0,US,California,Santa Clara County,6085
3/26/20,1610,0.378,0.234878238,8,US,California,Santa Cruz County,6087
3/26/20,4310,1.66,1.03147586,23,US,California,Solano County,6095
3/26/20,3859,1.022,0.635041162,16,US,California,Sonoma County,6097
3/26/20,2543,1.164,0.723275844,19,US,California,Yolo County,6113
3/27/20,13293,0.303,0.188275413,4,US,California,Alameda County,6001
3/27/20,11478,1.131,0.702770601,14,US,California,Contra Costa County,6013
3/27/20,1546,1.08,0.67108068,16,US,California,Marin County,6041
3/27/20,1181,1.679,1.043281909,32,US,California,Napa County,6055
3/27/20,16150,1.713,1.064408523,24,US,California,Sacramento County,6067
3/27/20,708,2.262,1.405541202,19,US,California,San Benito County,6069
3/27/20,2722,0.038,0.023612098,1,US,California,San Francisco County,6075
3/27/20,7314,2.536,1.575796856,38,US,California,San Joaquin County,6077
3/27/20,8520,0.438,0.272160498,6,US,California,San Mateo County,6081
3/27/20,15544,0.195,0.121167345,2,US,California,Santa Clara County,6085
3/27/20,1579,1.045,0.649332695,22,US,California,Santa Cruz County,6087
3/27/20,3995,2.228,1.384414588,31,US,California,Solano County,6095
3/27/20,3598,1.739,1.080564169,28,US,California,Sonoma County,6097
3/27/20,2344,1.551,0.963746421,26,US,California,Yolo County,6113
3/28/20,13757,0.031,0.019262501,0,US,California,Alameda County,6001
3/28/20,11970,0.042,0.026097582,0,US,California,Contra Costa County,6013
3/28/20,1570,0.164,0.101904844,2,US,California,Marin County,6041
3/28/20,1214,0.066,0.041010486,1,US,California,Napa County,6055
3/28/20,17174,0.063,0.039146373,0,US,California,Sacramento County,6067
3/28/20,746,0.298,0.185168558,2,US,California,San Benito County,6069
3/28/20,2919,0.025,0.015534275,0,US,California,San Francisco County,6075
3/28/20,7816,0.084,0.052195164,1,US,California,San Joaquin County,6077
3/28/20,8641,0.04,0.02485484,0,US,California,San Mateo County,6081
3/28/20,15885,0.03,0.01864113,0,US,California,Santa Clara County,6085
3/28/20,1660,0.04,0.02485484,0,US,California,Santa Cruz County,6087
3/28/20,4225,0.172,0.106875812,2,US,California,Solano County,6095
3/28/20,3800,0.074,0.045981454,1,US,California,Sonoma County,6097
3/28/20,2486,0.1,0.0621371,1,US,California,Yolo County,6113
3/29/20,14200,0.028,0.017398388,0,US,California,Alameda County,6001
3/29/20,12320,0.037,0.022990727,0,US,California,Contra Costa County,6013
3/29/20,1676,0.074,0.045981454,1,US,California,Marin County,6041
3/29/20,1226,0.043,0.026718953,0,US,California,Napa County,6055
3/29/20,17563,0.046,0.028583066,0,US,California,Sacramento County,6067
3/29/20,756,0.104,0.064622584,0,US,California,San Benito County,6069
3/29/20,3070,0.021,0.013048791,0,US,California,San Francisco County,6075
3/29/20,8019,0.051,0.031689921,0,US,California,San Joaquin County,6077
3/29/20,8898,0.028,0.017398388,0,US,California,San Mateo County,6081
3/29/20,16493,0.03,0.01864113,0,US,California,Santa Clara County,6085
3/29/20,1705,0.039,0.024233469,0,US,California,Santa Cruz County,6087
3/29/20,4291,0.047,0.029204437,0,US,California,Solano County,6095
3/29/20,3901,0.035,0.021747985,0,US,California,Sonoma County,6097
3/29/20,2490,0.136,0.084506456,2,US,California,Yolo County,6113
3/30/20,14727,0.05,0.03106855,0,US,California,Alameda County,6001
3/30/20,12628,0.462,0.287073402,6,US,California,Contra Costa County,6013
3/30/20,1649,0.52,0.32311292,7,US,California,Marin County,6041
3/30/20,1302,0.772,0.479698412,14,US,California,Napa County,6055
3/30/20,17911,0.608,0.377793568,8,US,California,Sacramento County,6067
3/30/20,747,1.606,0.997921826,13,US,California,San Benito County,6069
3/30/20,3302,0.03,0.01864113,0,US,California,San Francisco County,6075
3/30/20,8276,1.243,0.772364153,19,US,California,San Joaquin County,6077
3/30/20,9383,0.109,0.067729439,1,US,California,San Mateo County,6081
3/30/20,16935,0.05,0.03106855,0,US,California,Santa Clara County,6085
3/30/20,1737,0.494,0.306957274,10,US,California,Santa Cruz County,6087
3/30/20,4504,1.29,0.80156859,18,US,California,Solano County,6095
3/30/20,4039,0.698,0.433716958,11,US,California,Sonoma County,6097
3/30/20,2595,0.836,0.519466156,14,US,California,Yolo County,6113
3/31/20,14712,0.079,0.049088309,1,US,California,Alameda County,6001
3/31/20,12431,0.546,0.339268566,7,US,California,Contra Costa County,6013
3/31/20,1679,0.559,0.347346389,8,US,California,Marin County,6041
3/31/20,1305,1.066,0.662381486,20,US,California,Napa County,6055
3/31/20,17744,0.882,0.548049222,12,US,California,Sacramento County,6067
3/31/20,800,1.568,0.974309728,13,US,California,San Benito County,6069
3/31/20,3228,0.029,0.018019759,0,US,California,San Francisco County,6075
3/31/20,8297,1.399,0.869298029,21,US,California,San Joaquin County,6077
3/31/20,9323,0.122,0.075807262,1,US,California,San Mateo County,6081
3/31/20,16864,0.07,0.04349597,0,US,California,Santa Clara County,6085
3/31/20,1712,0.596,0.370337116,12,US,California,Santa Cruz County,6087
3/31/20,4489,1.349,0.838229479,18,US,California,Solano County,6095
3/31/20,4073,0.905,0.562340755,14,US,California,Sonoma County,6097
3/31/20,2668,0.97,0.60272987,16,US,California,Yolo County,6113
4/1/20,14383,0.074,0.045981454,1,US,California,Alameda County,6001
4/1/20,12500,0.504,0.313170984,6,US,California,Contra Costa County,6013
4/1/20,1689,0.44,0.27340324,6,US,California,Marin County,6041
4/1/20,1304,1.378,0.856249238,26,US,California,Napa County,6055
4/1/20,17563,1.046,0.649954066,14,US,California,Sacramento County,6067
4/1/20,744,1.532,0.951940372,13,US,California,San Benito County,6069
4/1/20,3236,0.026,0.016155646,0,US,California,San Francisco County,6075
4/1/20,8135,1.608,0.999164568,24,US,California,San Joaquin County,6077
4/1/20,9157,0.189,0.117439119,2,US,California,San Mateo County,6081
4/1/20,16634,0.065,0.040389115,0,US,California,Santa Clara County,6085
4/1/20,1721,0.512,0.318141952,11,US,California,Santa Cruz County,6087
4/1/20,4368,1.7,1.0563307,23,US,California,Solano County,6095
4/1/20,4054,1.063,0.660517373,17,US,California,Sonoma County,6097
4/1/20,2671,1.032,0.641254872,17,US,California,Yolo County,6113
4/2/20,14156,0.109,0.067729439,1,US,California,Alameda County,6001
4/2/20,12299,0.654,0.406376634,8,US,California,Contra Costa County,6013
4/2/20,1618,0.744,0.462300024,11,US,California,Marin County,6041
4/2/20,1277,1.547,0.961260937,29,US,California,Napa County,6055
4/2/20,17497,1.19,0.73943149,16,US,California,Sacramento County,6067
4/2/20,752,1.493,0.927706903,12,US,California,San Benito County,6069
4/2/20,2952,0.042,0.026097582,1,US,California,San Francisco County,6075
4/2/20,8034,1.546,0.960639566,23,US,California,San Joaquin County,6077
4/2/20,8984,0.258,0.160313718,3,US,California,San Mateo County,6081
4/2/20,16384,0.1,0.0621371,1,US,California,Santa Clara County,6085
4/2/20,1676,0.788,0.489640348,17,US,California,Santa Cruz County,6087
4/2/20,4330,2.005,1.245848855,28,US,California,Solano County,6095
4/2/20,3891,1.036,0.643740356,16,US,California,Sonoma County,6097
4/2/20,2526,1.132,0.703391972,19,US,California,Yolo County,6113
4/3/20,13979,0.283,0.175847993,4,US,California,Alameda County,6001
4/3/20,12068,1.2,0.7456452,15,US,California,Contra Costa County,6013
4/3/20,1566,0.847,0.526301237,12,US,California,Marin County,6041
4/3/20,1265,1.647,1.023398037,31,US,California,Napa County,6055
4/3/20,17090,1.755,1.090506105,24,US,California,Sacramento County,6067
4/3/20,746,2.136,1.327248456,18,US,California,San Benito County,6069
4/3/20,3026,0.043,0.026718953,1,US,California,San Francisco County,6075
4/3/20,7868,2.018,1.253926678,31,US,California,San Joaquin County,6077
4/3/20,8774,0.419,0.260354449,6,US,California,San Mateo County,6081
4/3/20,16170,0.317,0.196974607,4,US,California,Santa Clara County,6085
4/3/20,1721,0.905,0.562340755,19,US,California,Santa Cruz County,6087
4/3/20,4326,1.95,1.21167345,27,US,California,Solano County,6095
4/3/20,3925,1.436,0.892288756,23,US,California,Sonoma County,6097
4/3/20,2527,1.27,0.78914117,21,US,California,Yolo County,6113
4/4/20,13739,0.029,0.018019759,0,US,California,Alameda County,6001
4/4/20,11826,0.039,0.024233469,0,US,California,Contra Costa County,6013
4/4/20,1603,0.039,0.024233469,0,US,California,Marin County,6041
4/4/20,1220,0.037,0.022990727,0,US,California,Napa County,6055
4/4/20,17036,0.051,0.031689921,0,US,California,Sacramento County,6067
4/4/20,695,0.303,0.188275413,2,US,California,San Benito County,6069
4/4/20,2994,0.025,0.015534275,0,US,California,San Francisco County,6075
4/4/20,7763,0.082,0.050952422,1,US,California,San Joaquin County,6077
4/4/20,8844,0.032,0.019883872,0,US,California,San Mateo County,6081
4/4/20,16142,0.034,0.021126614,0,US,California,Santa Clara County,6085
4/4/20,1643,0.032,0.019883872,0,US,California,Santa Cruz County,6087
4/4/20,4246,0.158,0.098176618,2,US,California,Solano County,6095
4/4/20,3872,0.047,0.029204437,0,US,California,Sonoma County,6097
4/4/20,2463,0.073,0.045360083,1,US,California,Yolo County,6113
4/5/20,15264,0.022,0.013670162,0,US,California,Alameda County,6001
4/5/20,12726,0.027,0.016777017,0,US,California,Contra Costa County,6013
4/5/20,1661,0.041,0.025476211,0,US,California,Marin County,6041
4/5/20,1293,0.032,0.019883872,0,US,California,Napa County,6055
4/5/20,19027,0.027,0.016777017,0,US,California,Sacramento County,6067
4/5/20,716,0.032,0.019883872,0,US,California,San Benito County,6069
4/5/20,3441,0.02,0.01242742,0,US,California,San Francisco County,6075
4/5/20,8246,0.029,0.018019759,0,US,California,San Joaquin County,6077
4/5/20,9929,0.025,0.015534275,0,US,California,San Mateo County,6081
4/5/20,17640,0.021,0.013048791,0,US,California,Santa Clara County,6085
4/5/20,1670,0.023,0.014291533,0,US,California,Santa Cruz County,6087
4/5/20,4471,0.033,0.020505243,0,US,California,Solano County,6095
4/5/20,3974,0.038,0.023612098,0,US,California,Sonoma County,6097
4/5/20,2704,0.031,0.019262501,0,US,California,Yolo County,6113
4/6/20,13409,0.031,0.019262501,0,US,California,Alameda County,6001
4/6/20,11629,0.057,0.035418147,0,US,California,Contra Costa County,6013
4/6/20,1482,0.128,0.079535488,1,US,California,Marin County,6041
4/6/20,1211,0.519,0.322491549,10,US,California,Napa County,6055
4/6/20,16938,0.472,0.293287112,6,US,California,Sacramento County,6067
4/6/20,706,1.085,0.674187535,9,US,California,San Benito County,6069
4/6/20,2771,0.023,0.014291533,0,US,California,San Francisco County,6075
4/6/20,7589,1.005,0.624477855,15,US,California,San Joaquin County,6077
4/6/20,8511,0.032,0.019883872,0,US,California,San Mateo County,6081
4/6/20,15506,0.029,0.018019759,0,US,California,Santa Clara County,6085
4/6/20,1543,0.062,0.038525002,1,US,California,Santa Cruz County,6087
4/6/20,4138,1.069,0.664245599,14,US,California,Solano County,6095
4/6/20,3747,0.737,0.457950427,11,US,California,Sonoma County,6097
4/6/20,2430,0.51,0.31689921,8,US,California,Yolo County,6113
4/7/20,13799,0.063,0.039146373,1,US,California,Alameda County,6001
4/7/20,11745,0.424,0.263461304,5,US,California,Contra Costa County,6013
4/7/20,1542,0.56,0.34796776,8,US,California,Marin County,6041
4/7/20,1258,1.363,0.846928673,26,US,California,Napa County,6055
4/7/20,16992,0.857,0.532514947,12,US,California,Sacramento County,6067
4/7/20,742,1.672,1.038932312,14,US,California,San Benito County,6069
4/7/20,3010,0.033,0.020505243,0,US,California,San Francisco County,6075
4/7/20,7772,1.342,0.833879882,20,US,California,San Joaquin County,6077
4/7/20,8953,0.177,0.109982667,2,US,California,San Mateo County,6081
4/7/20,15755,0.046,0.028583066,0,US,California,Santa Clara County,6085
4/7/20,1595,0.163,0.101283473,3,US,California,Santa Cruz County,6087
4/7/20,4251,1.472,0.914658112,20,US,California,Solano County,6095
4/7/20,3844,0.964,0.599001644,15,US,California,Sonoma County,6097
4/7/20,2528,0.862,0.535621802,14,US,California,Yolo County,6113
4/8/20,14267,0.039,0.024233469,0,US,California,Alameda County,6001
4/8/20,12151,0.354,0.219965334,4,US,California,Contra Costa County,6013
4/8/20,1598,0.605,0.375929455,9,US,California,Marin County,6041
4/8/20,1240,1.208,0.750616168,23,US,California,Napa County,6055
4/8/20,17095,0.813,0.505174623,11,US,California,Sacramento County,6067
4/8/20,748,1.14,0.70836294,9,US,California,San Benito County,6069
4/8/20,3201,0.025,0.015534275,0,US,California,San Francisco County,6075
4/8/20,7748,1.218,0.756829878,18,US,California,San Joaquin County,6077
4/8/20,9179,0.047,0.029204437,0,US,California,San Mateo County,6081
4/8/20,16521,0.037,0.022990727,0,US,California,Santa Clara County,6085
4/8/20,1650,0.25,0.15534275,5,US,California,Santa Cruz County,6087
4/8/20,4264,1.642,1.020291182,22,US,California,Solano County,6095
4/8/20,3910,1.008,0.626341968,16,US,California,Sonoma County,6097
4/8/20,2552,0.597,0.370958487,10,US,California,Yolo County,6113
4/9/20,13948,0.041,0.025476211,0,US,California,Alameda County,6001
4/9/20,11757,0.283,0.175847993,3,US,California,Contra Costa County,6013
4/9/20,1548,0.617,0.383385907,9,US,California,Marin County,6041
4/9/20,1207,1.147,0.712712537,22,US,California,Napa County,6055
4/9/20,17201,0.534,0.331812114,7,US,California,Sacramento County,6067
4/9/20,742,1.108,0.688479068,9,US,California,San Benito County,6069
4/9/20,3120,0.028,0.017398388,0,US,California,San Francisco County,6075
4/9/20,7854,1.06,0.65865326,16,US,California,San Joaquin County,6077
4/9/20,8762,0.063,0.039146373,0,US,California,San Mateo County,6081
4/9/20,15938,0.037,0.022990727,0,US,California,Santa Clara County,6085
4/9/20,1692,0.054,0.033554034,1,US,California,Santa Cruz County,6087
4/9/20,4311,1.402,0.871162142,19,US,California,Solano County,6095
4/9/20,3871,0.75,0.46602825,12,US,California,Sonoma County,6097
4/9/20,2523,0.631,0.392085101,10,US,California,Yolo County,6113
4/10/20,12694,0.35,0.21747985,5,US,California,Alameda County,6001
4/10/20,10941,1.143,0.710227053,15,US,California,Contra Costa County,6013
4/10/20,1390,1.312,0.815238752,19,US,California,Marin County,6041
4/10/20,1140,1.946,1.209187966,37,US,California,Napa County,6055
4/10/20,16105,1.58,0.98176618,22,US,California,Sacramento County,6067
4/10/20,709,1.37,0.85127827,11,US,California,San Benito County,6069
4/10/20,2684,0.05,0.03106855,1,US,California,San Francisco County,6075
4/10/20,7403,1.971,1.224722241,30,US,California,San Joaquin County,6077
4/10/20,7872,0.593,0.368473003,8,US,California,San Mateo County,6081
4/10/20,14416,0.336,0.208780656,4,US,California,Santa Clara County,6085
4/10/20,1517,0.568,0.352938728,12,US,California,Santa Cruz County,6087
4/10/20,3928,2.122,1.318549262,29,US,California,Solano County,6095
4/10/20,3570,1.598,0.992950858,25,US,California,Sonoma County,6097
4/10/20,2339,1.417,0.880482707,24,US,California,Yolo County,6113
4/11/20,13369,0.036,0.022369356,0,US,California,Alameda County,6001
4/11/20,11387,0.357,0.221829447,4,US,California,Contra Costa County,6013
4/11/20,1463,0.359,0.223072189,5,US,California,Marin County,6041
4/11/20,1166,0.424,0.263461304,8,US,California,Napa County,6055
4/11/20,16610,0.448,0.278374208,6,US,California,Sacramento County,6067
4/11/20,721,0.806,0.500825026,6,US,California,San Benito County,6069
4/11/20,2843,0.027,0.016777017,0,US,California,San Francisco County,6075
4/11/20,7454,0.582,0.361637922,8,US,California,San Joaquin County,6077
4/11/20,8586,0.054,0.033554034,0,US,California,San Mateo County,6081
4/11/20,15262,0.049,0.030447179,0,US,California,Santa Clara County,6085
4/11/20,1596,0.046,0.028583066,1,US,California,Santa Cruz County,6087
4/11/20,4035,0.773,0.480319783,10,US,California,Solano County,6095
4/11/20,3679,0.382,0.237363722,6,US,California,Sonoma County,6097
4/11/20,2348,0.725,0.450493975,12,US,California,Yolo County,6113
4/12/20,13244,0.024,0.014912904,0,US,California,Alameda County,6001
4/12/20,11312,0.032,0.019883872,0,US,California,Contra Costa County,6013
4/12/20,1436,0.082,0.050952422,1,US,California,Marin County,6041
4/12/20,1144,0.039,0.024233469,0,US,California,Napa County,6055
4/12/20,16479,0.039,0.024233469,0,US,California,Sacramento County,6067
4/12/20,680,0.044,0.027340324,0,US,California,San Benito County,6069
4/12/20,2851,0.019,0.011806049,0,US,California,San Francisco County,6075
4/12/20,7527,0.035,0.021747985,0,US,California,San Joaquin County,6077
4/12/20,8309,0.026,0.016155646,0,US,California,San Mateo County,6081
4/12/20,15254,0.025,0.015534275,0,US,California,Santa Clara County,6085
4/12/20,1579,0.03,0.01864113,0,US,California,Santa Cruz County,6087
4/12/20,4087,0.035,0.021747985,0,US,California,Solano County,6095
4/12/20,3578,0.038,0.023612098,0,US,California,Sonoma County,6097
4/12/20,2372,0.044,0.027340324,0,US,California,Yolo County,6113